# NSAID zone depth edge out
89231 161 5 0 0
89236 502 3 0 0
89237 491 3 0 0
89238 161 4 0 0
89243 134 3 0 0
89245 134 3 0 0
89246 134 3 0 0
89247 161 3 0 0
89248 134 3 0 0
89249 532 4 0 0
89251 161 4 0 0
89252 134 3 0 0
89253 786 3 0 0
89260 786 3 0 0
89261 430 1 0 0
89263 161 4 0 0
89266 161 4 0 0
89268 872 2 0 0
89270 1035 0 1 0
89271 872 1 0 0
89272 872 1 0 0
89273 872 2 0 0
89274 872 2 0 0
89275 872 1 0 0
89276 872 2 0 0
89277 491 4 0 0
89278 502 3 0 0
89279 872 1 0 0
89280 872 1 0 0
89281 161 3 0 0
89282 161 5 0 0
89286 491 3 0 0
89288 767 4 0 0
89291 491 3 0 0
89292 419 4 0 0
89294 872 2 0 0
89295 872 2 0 0
89296 134 3 0 0
89297 872 2 0 0
89299 1035 0 1 0
89301 872 3 0 0
89302 786 3 0 0
89303 872 2 0 0
89306 134 3 0 0
89307 134 2 0 0
89311 872 1 0 0
89314 491 3 0 0
89315 491 3 0 0
89316 161 4 0 0
89317 161 5 0 0
89327 74 4 0 0
89328 872 1 0 0
89330 872 2 0 0
89332 767 3 0 0
89333 1035 0 1 0
89335 502 3 0 0
89337 430 3 0 0
89340 134 2 0 0
89343 502 4 0 0
89344 502 3 0 0
89346 502 3 0 0
89349 134 4 0 0
89353 1035 0 1 0
89354 134 4 0 0
89356 193 5 0 0
89357 872 1 0 0
89358 193 5 0 0
89359 134 3 0 0
89360 74 3 0 0
89362 112 3 0 0
89363 134 4 0 0
89364 161 5 0 0
89365 430 1 0 0
89368 134 3 0 0
89370 193 5 0 0
89371 134 1 0 0
89373 134 4 0 0
89375 74 6 0 0
89377 193 5 0 0
89380 134 4 0 0
89381 134 4 0 0
89382 161 5 0 0
89383 112 3 0 0
89384 491 3 0 0
89387 491 3 0 0
89388 161 5 0 0
89389 134 4 0 0
89390 74 6 0 0
89392 502 3 0 0
89393 491 3 0 0
89395 134 2 0 0
89399 161 5 0 0
89401 502 4 0 0
89402 134 2 0 0
89404 161 5 0 0
89405 134 4 0 0
89407 502 3 0 0
89413 502 2 0 0
89414 502 3 0 0
89415 134 4 0 0
89416 134 3 0 0
89417 161 5 0 0
89419 491 3 0 0
89420 236 3 0 0
89421 161 4 0 0
89422 161 4 0 0
89424 161 4 0 0
89425 233 3 0 0
89427 161 4 0 0
89428 767 3 0 0
89430 161 4 0 0
89431 134 2 0 0
89432 134 2 0 0
89434 236 5 0 0
89435 161 5 0 0
89438 134 2 0 0
89440 502 3 0 0
89441 161 5 0 0
89443 134 5 0 0
89444 236 3 0 0
89447 161 5 0 0
89449 161 4 0 0
89451 134 2 0 0
89453 194 3 0 0
89454 786 2 0 0
89462 134 2 0 0
89464 430 2 0 0
89466 786 3 0 0
89471 161 5 0 0
89474 161 4 0 0
89476 502 3 0 0
89478 161 5 0 0
89483 767 1 0 0
89486 767 3 0 0
89490 161 4 0 0
89493 161 4 0 0
89497 491 4 0 0
89498 532 5 0 0
89501 161 5 0 0
89503 161 5 0 0
89504 161 5 0 0
89506 134 2 0 0
89507 161 4 0 0
89508 134 2 0 0
89512 161 4 0 0
89513 161 5 0 0
89515 134 3 0 0
89517 786 1 0 0
89522 161 4 0 0
89523 532 4 0 0
89525 161 4 0 0
89529 553 4 0 0
89535 767 3 0 0
89536 134 3 0 0
89537 767 2 0 0
89538 430 2 0 0
89543 134 3 0 0
89546 161 4 0 0
89547 233 0 0 0
89548 161 4 0 0
89553 430 2 0 0
89555 161 3 0 0
89556 430 2 0 0
89557 161 4 0 0
89560 161 4 0 0
89561 161 4 0 0
89562 430 2 0 0
89563 161 4 0 0
89564 161 4 0 0
89565 134 3 0 0
89566 161 4 0 0
89567 233 4 0 0
89571 161 4 0 0
89572 134 3 0 0
89577 161 3 0 0
89578 161 3 0 0
89579 161 4 0 0
89582 161 3 0 0
89584 872 1 0 0
89585 430 3 0 0
89593 194 4 0 0
89597 194 4 0 0
89598 161 5 0 0
89599 161 4 0 0
89600 161 4 0 0
89602 161 4 0 0
89603 134 3 0 0
89606 161 3 0 0
89607 233 4 0 0
89614 236 2 0 0
89615 233 7 0 0
89618 233 4 0 0
89620 233 5 0 0
89621 161 2 0 0
89622 532 3 0 0
89627 532 2 0 0
89628 491 5 0 0
89630 233 4 0 0
89633 161 3 0 0
89638 233 3 0 0
89640 236 3 0 0
89642 233 2 0 0
89646 532 3 0 0
89647 236 2 0 0
89648 236 3 0 0
89649 236 2 0 0
89651 236 1 0 0
89653 532 3 0 0
89654 532 3 0 0
89662 532 3 0 0
89665 380 1 0 0
89666 236 2 0 0
89670 236 2 0 0
89676 161 3 0 0
89682 553 4 0 0
89684 236 2 0 0
89690 532 4 0 0
89693 553 4 0 0
89696 502 4 0 0
89699 502 4 0 0
89703 161 3 0 0
89705 233 4 0 0
89706 161 4 0 0
89708 194 5 0 0
89711 236 2 0 0
89713 194 4 0 0
89715 194 5 0 0
89718 161 3 0 0
89720 161 2 0 0
89724 1035 0 1 0
89725 161 3 0 0
89729 194 5 0 0
89732 161 4 0 0
89736 161 3 0 0
89737 161 3 0 0
89739 1035 0 1 0
89740 233 1 0 0
89743 194 5 0 0
89744 161 3 0 0
89746 161 4 0 0
89747 532 4 0 0
89748 502 4 0 0
89749 161 3 0 0
89750 786 2 0 0
89751 872 1 0 0
89753 161 3 0 0
89757 233 4 0 0
89760 872 0 0 0
89763 161 4 0 0
89764 161 3 0 0
89766 430 2 0 0
89770 872 1 0 0
89773 872 1 0 0
89776 161 3 0 0
89777 161 3 0 0
89778 194 3 0 0
89779 532 4 0 0
89783 161 3 0 0
89785 161 3 0 0
89789 161 3 0 0
89790 161 3 0 0
89794 767 3 0 0
89795 786 2 0 0
89798 161 3 0 0
89801 161 3 0 0
89804 161 3 0 0
89805 161 3 0 0
89806 786 2 0 0
89811 872 1 0 0
89812 161 2 0 0
89814 502 3 0 0
89817 502 3 0 0
89820 233 4 0 0
89824 161 4 0 0
89825 161 4 0 0
89831 194 5 0 0
89832 532 4 0 0
89834 502 3 0 0
89840 502 3 0 0
89842 502 4 0 0
89844 532 4 0 0
89845 233 3 0 0
89846 491 4 0 0
89848 532 3 0 0
89854 194 5 0 0
89856 194 5 0 0
89858 532 3 0 0
89860 532 5 0 0
89862 553 5 0 0
89864 532 3 0 0
89867 161 3 0 0
89869 194 2 0 0
89871 532 3 0 0
89875 491 5 0 0
89878 532 3 0 0
89880 532 3 0 0
89882 532 4 0 0
89883 236 3 0 0
89888 194 5 0 0
89891 236 1 0 0
89895 502 4 0 0
89897 502 3 0 0
89899 236 4 0 0
89900 502 3 0 0
89902 532 3 0 0
89904 532 4 0 0
89906 532 5 0 0
89910 194 5 0 0
89912 532 4 0 0
89914 236 6 0 0
89916 233 1 0 0
89921 532 5 0 0
89923 532 5 0 0
89925 502 4 0 0
89926 767 2 0 0
89927 502 4 0 0
89934 236 4 0 0
89935 161 4 0 0
89941 236 4 0 0
89942 532 5 0 0
89944 786 2 0 0
89949 236 3 0 0
89950 532 2 0 0
89951 236 6 0 0
89954 380 2 0 0
89955 417 2 0 0
89956 236 3 0 0
89958 236 6 0 0
89960 532 3 0 0
89962 236 6 0 0
89963 1035 0 1 0
89966 532 3 0 0
89967 532 2 0 0
89977 786 2 0 0
89978 233 2 0 0
89979 532 2 0 0
89984 236 3 0 0
89985 236 2 0 0
89986 194 1 0 0
89988 233 1 0 0
89989 194 5 0 0
89990 380 2 0 0
90012 532 2 0 0
90013 236 5 0 0
90015 236 3 0 0
90016 233 1 0 0
90017 161 3 0 0
90019 236 5 0 0
90023 729 1 0 0
90032 786 1 0 0
90036 236 5 0 0
90039 236 2 0 0
90040 236 4 0 0
90042 236 5 0 0
90043 236 5 0 0
90044 236 3 0 0
90045 236 3 0 0
90046 233 3 0 0
90048 233 4 0 0
90050 767 3 0 0
90054 368 2 0 0
90055 368 1 0 0
90062 236 3 0 0
90063 161 2 0 0
90064 233 3 0 0
90067 233 3 0 0
90069 380 1 0 0
90070 161 2 0 0
90072 532 3 0 0
90080 161 2 0 0
90081 532 3 0 0
90082 161 3 0 0
90084 161 2 0 0
90088 161 3 0 0
90090 236 4 0 0
90093 786 1 0 0
90094 532 3 0 0
90095 786 2 0 0
90096 786 3 0 0
90099 532 3 0 0
90100 767 3 0 0
90101 786 3 0 0
90105 161 2 0 0
90107 786 3 0 0
90109 505 2 0 0
90111 767 4 0 0
90114 505 3 0 0
90117 236 4 0 0
90118 233 2 0 0
90122 532 3 0 0
90124 505 3 0 0
90125 236 6 0 0
90128 532 3 0 0
90129 236 2 0 0
90131 161 3 0 0
90132 161 2 0 0
90136 1035 0 1 0
90141 532 2 0 0
90142 236 2 0 0
90147 532 3 0 0
90153 236 3 0 0
90154 236 2 0 0
90155 236 6 0 0
90156 236 3 0 0
90160 194 2 0 0
90163 532 3 0 0
90171 1035 0 1 0
90172 532 2 0 0
90176 236 5 0 0
90177 236 2 0 0
90178 786 1 0 0
90180 161 1 0 0
90181 825 1 0 0
90183 236 5 0 0
90190 786 3 0 0
90195 786 2 0 0
90197 825 1 0 0
90201 505 2 0 0
90202 161 2 0 0
90205 161 2 0 0
90206 161 2 0 0
90207 161 2 0 0
90210 236 2 0 0
90213 825 1 0 0
90214 825 1 0 0
90219 194 2 0 0
90220 236 3 0 0
90221 532 2 0 0
90222 236 4 0 0
90225 236 6 0 0
90227 505 2 0 0
90228 236 2 0 0
90232 161 2 0 0
90235 236 2 0 0
90238 161 1 0 0
90239 236 3 0 0
90241 236 3 0 0
90245 236 3 0 0
90249 165 4 0 0
90253 825 1 0 0
90254 161 2 0 0
90255 786 3 0 0
90260 236 4 0 0
90262 236 5 0 0
90263 236 4 0 0
90264 429 2 0 0
90266 429 2 0 0
90271 380 3 0 0
90272 380 3 0 0
90273 429 1 0 0
90275 161 2 0 0
90276 429 1 0 0
90278 380 3 0 0
90282 236 3 0 0
90283 236 3 0 0
90284 236 4 0 0
90285 161 3 0 0
90286 236 4 0 0
90287 194 4 0 0
90290 165 5 0 0
90291 380 3 0 0
90293 194 5 0 0
90294 165 5 0 0
90295 194 3 0 0
90298 1035 0 1 0
90304 194 3 0 0
90306 532 1 0 0
90309 236 6 0 0
90313 417 2 0 0
90315 241 2 0 0
90318 368 2 0 0
90324 161 2 0 0
90325 417 3 0 0
90326 165 6 0 0
90329 233 2 0 0
90335 532 3 0 0
90339 236 5 0 0
90340 233 3 0 0
90341 161 2 0 0
90343 194 3 0 0
90344 236 3 0 0
90345 532 1 0 0
90347 161 2 0 0
90348 161 4 0 0
90349 161 3 0 0
90351 532 3 0 0
90352 161 1 0 0
90354 161 3 0 0
90356 165 5 0 0
90358 532 3 0 0
90360 532 3 0 0
90362 236 4 0 0
90363 161 3 0 0
90364 194 1 0 0
90366 236 4 0 0
90367 161 4 0 0
90368 161 1 0 0
90369 505 2 0 0
90370 161 3 0 0
90371 161 2 0 0
90374 165 5 0 0
90375 532 3 0 0
90377 161 3 0 0
90378 966 1 0 0
90380 161 3 0 0
90382 161 3 0 0
90388 505 2 0 0
90389 966 1 0 0
90392 532 3 0 0
90394 161 2 0 0
90396 1035 0 1 0
90397 236 4 0 0
90398 161 3 0 0
90399 161 4 0 0
90401 161 4 0 0
90402 165 5 0 0
90403 161 3 0 0
90404 241 3 0 0
90405 380 3 0 0
90407 380 3 0 0
90408 161 4 0 0
90409 161 3 0 0
90410 236 2 0 0
90411 236 4 0 0
90412 241 2 0 0
90413 380 4 0 0
90415 161 3 0 0
90416 786 3 0 0
90417 380 4 0 0
90418 429 2 0 0
90419 380 3 0 0
90420 236 3 0 0
90422 236 3 0 0
90423 236 3 0 0
90424 236 4 0 0
90426 236 4 0 0
90429 236 3 0 0
90434 161 3 0 0
90436 429 1 0 0
90437 429 2 0 0
90439 429 2 0 0
90440 161 2 0 0
90441 429 2 0 0
90443 429 2 0 0
90444 429 2 0 0
90445 161 3 0 0
90448 532 1 0 0
90452 236 4 0 0
90453 825 2 0 0
90454 236 4 0 0
90456 161 3 0 0
90458 1035 0 1 0
90459 429 2 0 0
90461 236 4 0 0
90466 429 2 0 0
90469 1035 0 1 0
90470 165 4 0 0
90471 161 2 0 0
90472 429 2 0 0
90473 429 1 0 0
90474 236 4 0 0
90480 429 1 0 0
90482 1035 0 1 0
90483 1035 0 1 0
90485 1035 0 1 0
90487 1035 0 1 0
90489 161 3 0 0
90490 1035 0 1 0
90491 1035 0 1 0
90495 825 1 0 0
90498 165 4 0 0
90501 417 3 0 0
90502 429 1 0 0
90506 701 2 0 0
90507 194 2 0 0
90508 532 1 0 0
90509 165 4 0 0
90511 165 4 0 0
90515 1035 0 1 0
90516 241 0 0 0
90517 1035 0 1 0
90518 161 2 0 0
90523 532 1 0 0
90537 701 2 0 0
90539 161 2 0 0
90545 236 4 0 0
90547 701 1 0 0
90548 701 2 0 0
90549 165 4 0 0
90551 825 1 0 0
90557 1035 0 1 0
90559 161 2 0 0
90563 429 2 0 0
90564 429 2 0 0
90566 194 2 0 0
90570 429 1 0 0
90573 429 0 0 0
90574 532 1 0 0
90576 429 1 0 0
90577 417 3 0 0
90579 194 3 0 0
90583 417 1 0 0
90585 429 1 0 0
90587 417 2 0 0
90590 161 3 0 0
90594 194 3 0 0
90595 165 5 0 0
90601 165 5 0 0
90602 161 3 0 0
90603 194 3 0 0
90605 849 1 0 0
90609 165 3 0 0
90612 194 3 0 0
90613 165 4 0 0
90614 1035 0 1 0
90617 197 4 0 0
90622 197 4 0 0
90626 197 4 0 0
90631 1035 0 1 0
90634 161 3 0 0
90641 165 5 0 0
90642 1035 0 1 0
90643 1035 0 1 0
90645 429 1 0 0
90648 1035 0 1 0
90651 1035 0 1 0
90652 1035 0 1 0
90654 1035 0 1 0
90655 5 2 0 0
90656 31 3 0 0
90659 31 4 0 0
90661 675 3 0 0
90662 5 2 0 0
90663 5 2 0 0
90665 31 4 0 0
90666 675 2 0 0
90667 5 2 0 0
90668 113 1 0 0
90670 5 2 0 0
90672 31 1 0 0
90676 638 1 0 0
90679 31 3 0 0
90681 325 3 0 0
90683 325 3 0 0
90684 675 2 0 0
90687 1035 0 1 0
90691 31 2 0 0
90695 5 2 0 0
90696 31 3 0 0
90699 31 3 0 0
90700 9 1 0 0
90702 31 2 0 0
90708 325 2 0 0
90709 31 2 0 0
90715 163 2 0 0
90717 638 0 0 0
90718 31 2 0 0
90719 31 2 0 0
90720 31 2 0 0
90721 163 3 0 0
90724 163 2 0 0
90733 5 3 0 0
90734 105 3 0 0
90740 163 2 0 0
90741 606 5 0 0
90748 1035 0 1 0
90752 163 3 0 0
90760 127 1 0 0
90772 31 1 0 0
90778 163 4 0 0
90797 113 3 0 0
90798 113 3 0 0
90808 163 2 0 0
90810 638 1 0 0
90817 105 2 0 0
90830 105 2 0 0
90831 325 2 0 0
90835 1035 0 1 0
90848 127 3 0 0
90849 127 2 0 0
90854 127 2 0 0
90856 127 2 0 0
90857 325 3 0 0
90858 127 3 0 0
90863 734 3 0 0
90866 5 3 0 0
90867 31 2 0 0
90868 325 2 0 0
90869 325 2 0 0
90870 31 2 0 0
90872 1035 0 1 0
90876 163 3 0 0
90877 1035 0 1 0
90878 105 2 0 0
90880 734 1 0 0
90881 127 3 0 0
90883 163 3 0 0
90886 31 2 0 0
90889 325 3 0 0
90890 105 3 0 0
90892 105 4 0 0
90893 105 1 0 0
90895 5 4 0 0
90896 325 2 0 0
90897 127 1 0 0
90900 675 3 0 0
90903 5 2 0 0
90905 5 3 0 0
90910 325 3 0 0
90914 325 2 0 0
90915 675 4 0 0
90916 105 3 0 0
90917 31 2 0 0
90919 1035 0 1 0
90923 105 3 0 0
90926 1035 0 1 0
90938 31 2 0 0
90945 325 3 0 0
90947 105 1 0 0
90948 325 3 0 0
90953 675 3 0 0
90956 675 2 0 0
90961 638 1 0 0
90964 325 4 0 0
90974 31 2 0 0
90976 638 1 0 0
90978 675 2 0 0
90980 127 2 0 0
90981 675 2 0 0
90983 127 2 0 0
90984 675 3 0 0
90989 638 1 0 0
90990 127 2 0 0
90991 31 2 0 0
90992 127 3 0 0
90994 1035 0 1 0
90996 5 3 0 0
90999 127 1 0 0
91000 675 1 0 0
91006 127 4 0 0
91007 31 2 0 0
91009 105 1 0 0
91011 127 1 0 0
91012 127 2 0 0
91013 113 3 0 0
91014 127 1 0 0
91020 163 2 0 0
91021 105 3 0 0
91022 31 2 0 0
91023 31 2 0 0
91025 105 2 0 0
91026 31 3 0 0
91027 105 4 0 0
91028 31 2 0 0
91029 127 3 0 0
91030 1035 0 1 0
91031 1035 0 1 0
91032 1035 0 1 0
91034 105 1 0 0
91038 1035 0 1 0
91039 1035 0 1 0
91040 105 3 0 0
91041 31 2 0 0
91045 5 3 0 0
91046 105 2 0 0
91058 1035 0 1 0
91060 5 3 0 0
91072 1035 0 1 0
91075 5 4 0 0
91076 675 2 0 0
91077 675 3 0 0
91078 1035 0 1 0
91080 325 5 0 0
91081 325 4 0 0
91082 1035 0 1 0
91086 1035 0 1 0
91087 325 4 0 0
91091 5 4 0 0
91093 638 2 0 0
91095 5 4 0 0
91097 87 4 0 0
91099 5 2 0 0
91100 1035 0 1 0
91101 1035 0 1 0
91103 163 3 0 0
91107 105 3 0 0
91111 5 4 0 0
91113 407 4 0 0
91114 734 2 0 0
91115 734 2 0 0
91117 734 2 0 0
91119 105 3 0 0
91122 325 4 0 0
91123 87 3 0 0
91128 105 4 0 0
91129 135 2 0 0
91134 87 3 0 0
91135 325 4 0 0
91137 127 3 0 0
91139 745 2 0 0
91140 325 3 0 0
91142 325 2 0 0
91144 105 4 0 0
91149 325 3 0 0
91153 325 2 0 0
91154 325 3 0 0
91159 127 4 0 0
91163 105 1 0 0
91164 105 2 0 0
91167 734 2 0 0
91168 665 1 0 0
91172 325 3 0 0
91174 745 2 0 0
91175 325 3 0 0
91179 1035 0 1 0
91180 431 5 0 0
91182 325 3 0 0
91192 325 3 0 0
91196 325 3 0 0
91197 325 3 0 0
91200 1035 0 1 0
91205 634 2 0 0
91207 325 4 0 0
91210 127 2 0 0
91212 734 0 0 0
91214 734 2 0 0
91218 127 4 0 0
91227 127 2 0 0
91228 163 3 0 0
91229 127 4 0 0
91232 5 4 0 0
91233 127 2 0 0
91234 734 2 0 0
91235 127 3 0 0
91236 5 3 0 0
91240 5 4 0 0
91242 638 2 0 0
91243 325 1 0 0
91244 127 4 0 0
91247 5 3 0 0
91252 87 4 0 0
91261 5 3 0 0
91262 5 4 0 0
91263 1035 0 1 0
91265 1035 0 1 0
91266 127 4 0 0
91267 325 3 0 0
91268 1035 0 1 0
91270 325 4 0 0
91272 407 4 0 0
91276 325 3 0 0
91277 127 5 0 0
91279 734 1 0 0
91280 325 2 0 0
91284 407 4 0 0
91285 638 2 0 0
91286 638 2 0 0
91288 325 1 0 0
91289 638 2 0 0
91290 105 2 0 0
91293 127 2 0 0
91300 325 2 0 0
91303 407 3 0 0
91305 634 2 0 0
91307 5 3 0 0
91308 127 3 0 0
91309 407 4 0 0
91312 325 1 0 0
91313 105 0 0 0
91317 1035 0 1 0
91319 127 3 0 0
91320 325 1 0 0
91322 127 3 0 0
91325 634 2 0 0
91327 127 4 0 0
91330 325 2 0 0
91336 105 3 0 0
91340 325 1 0 0
91341 1035 0 1 0
91344 127 5 0 0
91345 127 3 0 0
91349 1035 0 1 0
91353 734 1 0 0
91357 127 4 0 0
91359 432 5 0 0
91360 1035 0 1 0
91363 325 2 0 0
91364 127 4 0 0
91365 1035 0 1 0
91368 127 3 0 0
91370 127 5 0 0
91372 432 5 0 0
91373 325 3 0 0
91380 407 3 0 0
91384 127 3 0 0
91385 127 5 0 0
91389 325 4 0 0
91390 1035 0 1 0
91396 87 3 0 0
91397 431 4 0 0
91398 1035 0 1 0
91401 432 7 0 0
91402 495 4 0 0
91403 432 3 0 0
91406 432 6 0 0
91408 432 5 0 0
91409 568 7 0 0
91412 105 2 0 0
91413 568 7 0 0
91420 105 2 0 0
91421 432 2 0 0
91422 495 4 0 0
91423 325 3 0 0
91425 105 1 0 0
91426 432 4 0 0
91428 432 5 0 0
91429 495 4 0 0
91438 105 1 0 0
91440 105 5 0 0
91441 105 1 0 0
91443 325 3 0 0
91448 325 5 0 0
91449 325 4 0 0
91450 407 3 0 0
91452 432 6 0 0
91454 325 4 0 0
91455 325 4 0 0
91456 325 3 0 0
91457 568 6 0 0
91458 105 5 0 0
91461 105 4 0 0
91462 105 4 0 0
91463 105 4 0 0
91464 105 4 0 0
91465 105 4 0 0
91466 105 4 0 0
91468 325 3 0 0
91475 105 4 0 0
91478 325 3 0 0
91480 325 4 0 0
91481 325 4 0 0
91482 105 5 0 0
91483 325 3 0 0
91484 325 3 0 0
91494 105 1 0 0
91497 432 3 0 0
91503 105 5 0 0
91506 325 3 0 0
91507 105 5 0 0
91509 325 3 0 0
91511 325 3 0 0
91514 432 2 0 0
91515 105 4 0 0
91520 325 4 0 0
91523 325 5 0 0
91524 325 5 0 0
91527 995 1 0 0
91529 325 3 0 0
91534 105 4 0 0
91535 325 3 0 0
91536 325 4 0 0
91537 325 4 0 0
91538 325 3 0 0
91539 325 4 0 0
91540 431 5 0 0
91541 325 6 0 0
91544 325 5 0 0
91546 325 4 0 0
91547 325 5 0 0
91551 325 4 0 0
91555 325 4 0 0
91556 325 3 0 0
91557 325 3 0 0
91564 325 4 0 0
91565 325 3 0 0
91566 325 4 0 0
91567 325 5 0 0
91568 105 3 0 0
91572 325 5 0 0
91575 1035 0 1 0
91578 325 2 0 0
91582 634 1 0 0
91583 135 2 0 0
91586 325 3 0 0
91593 325 4 0 0
91595 127 5 0 0
91597 127 4 0 0
91598 135 3 0 0
91600 127 5 0 0
91605 734 2 0 0
91607 1035 0 1 0
91609 1035 0 1 0
91620 325 3 0 0
91621 1035 0 1 0
91629 432 3 0 0
91634 127 5 0 0
91637 325 4 0 0
91641 105 1 0 0
91642 325 2 0 0
91644 995 0 0 0
91647 432 2 0 0
91656 432 1 0 0
91657 495 5 0 0
91659 1035 0 1 0
91660 325 3 0 0
91665 634 1 0 0
91672 432 2 0 0
91673 105 3 0 0
91674 634 1 0 0
91676 127 4 0 0
91680 127 3 0 0
91683 325 3 0 0
91684 325 2 0 0
91685 432 2 0 0
91687 127 4 0 0
91693 1035 0 1 0
91694 127 4 0 0
91696 1035 0 1 0
91700 58 2 0 0
91701 432 3 0 0
91702 58 2 0 0
91704 58 1 0 0
91705 325 3 0 0
91706 432 2 0 0
91707 325 3 0 0
91708 432 4 0 0
91709 432 4 0 0
91711 1035 0 1 0
91712 432 1 0 0
91714 1035 0 1 0
91716 432 3 0 0
91718 495 5 0 0
91719 495 4 0 0
91720 135 2 0 0
91725 105 4 0 0
91728 1035 0 1 0
91730 432 1 0 0
91731 135 2 0 0
91742 135 2 0 0
91744 432 4 0 0
91751 127 5 0 0
91754 275 3 0 0
91755 431 4 0 0
91756 495 2 0 0
91757 1035 0 1 0
91760 495 4 0 0
91763 275 4 0 0
91767 589 7 0 0
91768 275 6 0 0
91772 23 2 0 0
91776 623 2 0 0
91781 432 3 0 0
91783 275 3 0 0
91784 275 4 0 0
91785 275 4 0 0
91786 432 3 0 0
91787 105 6 0 0
91789 432 3 0 0
91790 275 4 0 0
91791 105 5 0 0
91792 275 4 0 0
91793 275 5 0 0
91799 275 4 0 0
91801 495 4 0 0
91802 432 3 0 0
91803 23 2 0 0
91805 275 4 0 0
91807 275 4 0 0
91808 432 3 0 0
91810 495 4 0 0
91811 275 5 0 0
91812 275 4 0 0
91813 127 6 0 0
91815 275 6 0 0
91818 495 3 0 0
91820 495 4 0 0
91821 275 4 0 0
91823 495 5 0 0
91827 275 5 0 0
91828 495 3 0 0
91829 275 4 0 0
91831 901 2 0 0
91832 432 3 0 0
91833 127 6 0 0
91835 105 4 0 0
91837 191 2 0 0
91841 23 3 0 0
91842 23 2 0 0
91843 432 3 0 0
91845 127 5 0 0
91846 23 3 0 0
91847 105 5 0 0
91848 23 3 0 0
91849 275 4 0 0
91852 745 2 0 0
91853 432 2 0 0
91855 901 2 0 0
91856 901 3 0 0
91857 275 5 0 0
91858 495 5 0 0
91860 275 4 0 0
91861 432 3 0 0
91862 495 5 0 0
91864 495 5 0 0
91867 105 2 0 0
91872 745 2 0 0
91873 495 3 0 0
91874 634 2 0 0
91875 191 2 0 0
91880 432 5 0 0
91881 568 7 0 0
91882 432 6 0 0
91883 901 2 0 0
91884 432 5 0 0
91885 432 5 0 0
91887 901 3 0 0
91890 901 3 0 0
91893 901 3 0 0
91894 901 3 0 0
91895 901 3 0 0
91896 1035 0 1 0
91897 495 5 0 0
91898 325 4 0 0
91899 495 4 0 0
91900 901 3 0 0
91901 495 4 0 0
91902 325 4 0 0
91903 325 4 0 0
91905 432 5 0 0
91906 105 5 0 0
91907 495 4 0 0
91908 495 4 0 0
91910 634 2 0 0
91915 275 4 0 0
91916 105 2 0 0
91917 495 4 0 0
91918 407 2 0 0
91919 23 4 0 0
91922 325 4 0 0
91923 105 5 0 0
91924 105 4 0 0
91925 275 4 0 0
91926 135 2 0 0
91932 105 1 0 0
91937 105 2 0 0
91938 105 2 0 0
91939 432 1 0 0
91940 634 2 0 0
91942 432 1 0 0
91949 105 3 0 0
91950 325 3 0 0
91951 495 4 0 0
91954 105 3 0 0
91956 407 2 0 0
91960 105 2 0 0
91962 127 4 0 0
91963 105 2 0 0
91970 432 3 0 0
91971 495 3 0 0
91972 432 2 0 0
91973 432 4 0 0
91975 432 4 0 0
91976 432 4 0 0
91977 495 3 0 0
91981 864 2 0 0
91982 864 2 0 0
91985 135 3 0 0
91987 432 1 0 0
91988 135 2 0 0
91989 432 3 0 0
91990 105 2 0 0
91991 495 2 0 0
91992 105 2 0 0
91994 105 3 0 0
91995 135 2 0 0
91996 23 3 0 0
91997 495 3 0 0
92000 407 3 0 0
92003 87 4 0 0
92007 432 2 0 0
92008 495 2 0 0
92009 407 3 0 0
92011 864 2 0 0
92014 127 5 0 0
92015 864 3 0 0
92017 23 3 0 0
92019 135 2 0 0
92021 135 2 0 0
92024 23 4 0 0
92025 864 2 0 0
92030 864 2 0 0
92032 23 4 0 0
92035 105 4 0 0
92036 87 2 0 0
92037 105 4 0 0
92042 58 2 0 0
92044 1035 0 1 0
92045 432 2 0 0
92046 135 2 0 0
92049 127 5 0 0
92050 407 3 0 0
92057 432 3 0 0
92058 432 3 0 0
92060 105 4 0 0
92061 589 6 0 0
92062 432 3 0 0
92063 432 3 0 0
92064 23 3 0 0
92066 432 3 0 0
92068 432 3 0 0
92070 589 3 0 0
92071 105 2 0 0
92072 589 6 0 0
92073 432 3 0 0
92075 105 3 0 0
92081 495 4 0 0
92082 127 5 0 0
92086 23 3 0 0
92087 87 3 0 0
92089 432 3 0 0
92092 432 3 0 0
92093 1035 0 1 0
92094 589 7 0 0
92095 23 3 0 0
92096 495 3 0 0
92097 589 7 0 0
92101 127 4 0 0
92105 589 8 0 0
92108 589 8 0 0
92109 589 8 0 0
92110 495 4 0 0
92111 589 8 0 0
92112 23 3 0 0
92113 589 6 0 0
92115 495 4 0 0
92117 589 7 0 0
92120 23 2 0 0
92123 495 3 0 0
92128 191 2 0 0
92135 23 3 0 0
92137 407 2 0 0
92139 589 6 0 0
92140 495 3 0 0
92142 495 5 0 0
92146 191 2 0 0
92147 1035 0 1 0
92155 495 3 0 0
92157 589 6 0 0
92159 407 2 0 0
92167 589 6 0 0
92171 495 6 0 0
92172 58 1 0 0
92176 1035 0 1 0
92179 275 5 0 0
92180 407 2 0 0
92182 495 4 0 0
92186 191 2 0 0
92188 589 7 0 0
92189 495 4 0 0
92192 23 2 0 0
92193 23 2 0 0
92195 407 1 0 0
92197 589 8 0 0
92198 1035 0 1 0
