# NSAID zone depth edge out
183093 169 2 0 0
183096 4 5 0 0
183098 4 5 0 0
183103 1036 0 1 0
183106 4 5 0 0
183107 337 2 0 0
183116 4 4 0 0
183118 4 4 0 0
183120 4 6 0 0
183125 4 5 0 0
183127 337 3 0 0
183144 1036 0 1 0
183146 4 4 0 0
183148 168 2 0 0
183150 337 3 0 0
183154 168 2 0 0
183156 4 5 0 0
183157 103 1 0 0
183158 4 7 0 0
183159 4 7 0 0
183160 4 5 0 0
183165 43 3 0 0
183168 4 6 0 0
183169 335 2 0 0
183174 4 5 0 0
183182 335 2 0 0
183183 1036 0 1 0
183184 335 2 0 0
183186 43 3 0 0
183187 43 3 0 0
183191 337 2 0 0
183199 4 4 0 0
183200 4 6 0 0
183204 337 2 0 0
183205 4 6 0 0
183207 4 6 0 0
183210 43 3 0 0
183211 337 2 0 0
183212 4 6 0 0
183225 169 1 0 0
183231 335 2 0 0
183233 337 2 0 0
183235 335 3 0 0
183240 43 3 0 0
183241 604 3 0 0
183246 168 3 0 0
183256 394 1 0 0
183265 308 1 0 0
183278 176 2 0 0
183285 308 1 0 0
183288 308 3 0 0
183296 168 2 0 0
183305 337 2 0 0
183306 259 3 0 0
183312 394 2 0 0
183318 394 3 0 0
183319 176 2 0 0
183322 168 3 0 0
183324 394 2 0 0
183325 169 1 0 0
183326 43 3 0 0
183327 168 3 0 0
183329 4 6 0 0
183333 161 3 0 0
183336 100 7 0 0
183341 427 2 0 0
183342 161 2 0 0
183345 4 4 0 0
183353 43 4 0 0
183357 4 6 0 0
183359 43 4 0 0
183360 4 5 0 0
183367 161 2 0 0
183374 4 3 0 0
183378 168 1 0 0
183382 169 1 0 0
183388 169 2 0 0
183392 43 3 0 0
183393 427 2 0 0
183402 337 2 0 0
183411 4 7 0 0
183413 335 2 0 0
183414 100 6 0 0
183415 335 2 0 0
183416 427 2 0 0
183418 337 1 0 0
183419 161 2 0 0
183420 43 3 0 0
183425 161 2 0 0
183426 161 2 0 0
183430 394 1 0 0
183432 4 7 0 0
183433 4 3 0 0
183435 1036 0 1 0
183436 335 1 0 0
183437 394 1 0 0
183439 4 3 0 0
183443 100 6 0 0
183444 169 0 0 0
183449 43 3 0 0
183450 303 4 0 0
183453 1036 0 1 0
183458 394 1 0 0
183461 4 6 0 0
183464 427 1 0 0
183465 604 4 0 0
183471 604 3 0 0
183472 43 3 0 0
183473 168 2 0 0
183478 176 2 0 0
183492 43 3 0 0
183495 337 2 0 0
183497 394 2 0 0
183502 169 1 0 0
183507 43 3 0 0
183509 43 4 0 0
183511 1036 0 1 0
183512 43 4 0 0
183515 43 3 0 0
183517 394 1 0 0
183524 337 2 0 0
183528 43 3 0 0
183533 176 2 0 0
183535 308 3 0 0
183538 308 4 0 0
183540 308 5 0 0
183541 394 2 0 0
183542 394 5 0 0
183543 1036 0 1 0
183544 308 4 0 0
183549 169 3 0 0
183556 169 2 0 0
183558 168 3 0 0
183562 427 1 0 0
183567 394 1 0 0
183568 168 4 0 0
183569 169 2 0 0
183570 394 5 0 0
183574 168 1 0 0
183576 168 3 0 0
183582 169 1 0 0
183587 37 3 0 0
183591 308 4 0 0
183593 394 5 0 0
183594 394 5 0 0
183595 394 3 0 0
183596 308 5 0 0
183598 394 4 0 0
183599 169 1 0 0
183600 169 2 0 0
183611 335 3 0 0
183614 335 3 0 0
183616 335 3 0 0
183617 394 3 0 0
183619 1036 0 1 0
183620 335 3 0 0
183621 1036 0 1 0
183627 308 4 0 0
183631 335 3 0 0
183632 308 5 0 0
183633 308 5 0 0
183634 308 5 0 0
183635 169 1 0 0
183636 308 5 0 0
183637 337 1 0 0
183640 308 4 0 0
183643 394 3 0 0
183644 308 5 0 0
183645 1036 0 1 0
183647 176 2 0 0
183650 176 1 0 0
183654 1036 0 1 0
183655 169 1 0 0
183659 394 3 0 0
183661 394 2 0 0
183662 394 3 0 0
183663 335 2 0 0
183666 335 2 0 0
183675 308 3 0 0
183680 394 3 0 0
183684 394 0 0 0
183690 394 1 0 0
183694 337 2 0 0
183698 394 3 0 0
183699 308 3 0 0
183700 394 2 0 0
183701 43 3 0 0
183702 43 3 0 0
183704 1036 0 1 0
183706 394 1 0 0
183710 169 2 0 0
183715 308 4 0 0
183717 308 3 0 0
183722 335 2 0 0
183724 1036 0 1 0
183725 1036 0 1 0
183727 394 1 0 0
183729 335 3 0 0
183730 1036 0 1 0
183731 335 1 0 0
183732 335 2 0 0
183733 308 5 0 0
183734 335 3 0 0
183738 335 1 0 0
183739 308 4 0 0
183742 335 2 0 0
183744 308 4 0 0
183746 303 2 0 0
183751 169 1 0 0
183753 1036 0 1 0
183755 335 2 0 0
183757 394 3 0 0
183758 335 1 0 0
183760 394 3 0 0
183761 335 1 0 0
183762 335 1 0 0
183763 394 2 0 0
183764 335 2 0 0
183765 335 1 0 0
183767 394 3 0 0
183768 1036 0 1 0
183770 335 2 0 0
183772 308 4 0 0
183788 335 3 0 0
183789 335 2 0 0
183790 1036 0 1 0
183791 335 3 0 0
183794 335 3 0 0
183799 335 2 0 0
183800 335 3 0 0
183801 335 2 0 0
183802 335 2 0 0
183806 169 1 0 0
183808 335 3 0 0
183809 335 3 0 0
183810 335 3 0 0
183814 394 2 0 0
183815 335 1 0 0
183816 394 2 0 0
183819 335 2 0 0
183821 169 2 0 0
183822 530 3 0 0
183824 394 2 0 0
183826 169 1 0 0
183831 335 2 0 0
183832 335 2 0 0
183833 394 3 0 0
183834 394 4 0 0
183835 335 2 0 0
183836 394 4 0 0
183837 394 3 0 0
183838 169 2 0 0
183848 1036 0 1 0
183849 1036 0 1 0
183858 169 3 0 0
183862 1036 0 1 0
183867 394 4 0 0
183870 169 2 0 0
183873 530 2 0 0
183875 111 7 0 0
183882 111 8 0 0
183883 111 7 0 0
183886 394 2 0 0
183888 394 3 0 0
183889 394 3 0 0
183890 111 5 0 0
183891 111 7 0 0
183892 394 4 0 0
183895 530 1 0 0
183896 111 5 0 0
183897 530 4 0 0
183898 111 7 0 0
183899 111 8 0 0
183907 394 6 0 0
183909 530 1 0 0
183910 111 7 0 0
183911 111 7 0 0
183912 530 2 0 0
183914 530 4 0 0
183915 111 7 0 0
183916 111 6 0 0
183918 394 4 0 0
183919 530 4 0 0
183920 111 8 0 0
183921 111 7 0 0
183922 37 4 0 0
183923 111 6 0 0
183924 168 5 0 0
183926 394 2 0 0
183932 394 3 0 0
183933 394 4 0 0
183934 394 8 0 0
183935 394 8 0 0
183936 394 3 0 0
183938 394 7 0 0
183941 1036 0 1 0
183942 394 5 0 0
183946 111 8 0 0
183948 394 6 0 0
183949 111 8 0 0
183950 530 2 0 0
183951 111 8 0 0
183955 394 7 0 0
183956 1036 0 1 0
183957 394 7 0 0
183963 394 7 0 0
183965 111 8 0 0
183966 394 3 0 0
183967 394 5 0 0
183968 394 3 0 0
183969 394 5 0 0
183970 394 5 0 0
183971 394 6 0 0
183972 394 5 0 0
183973 37 3 0 0
183974 168 6 0 0
183975 394 5 0 0
183983 394 7 0 0
183988 394 5 0 0
183991 394 6 0 0
183997 337 2 0 0
184000 43 6 0 0
184002 168 1 0 0
184007 43 5 0 0
184012 169 3 0 0
184014 337 1 0 0
184016 37 4 0 0
184017 168 3 0 0
184021 1036 0 1 0
184027 169 3 0 0
184035 169 3 0 0
184042 169 3 0 0
184044 394 5 0 0
184047 37 3 0 0
184049 394 8 0 0
184051 169 3 0 0
184052 37 3 0 0
184055 394 4 0 0
184062 530 2 0 0
184066 169 3 0 0
184074 530 2 0 0
184075 169 2 0 0
184077 1036 0 1 0
184082 37 3 0 0
184085 738 2 0 0
184087 37 3 0 0
184091 394 5 0 0
184094 43 6 0 0
184095 337 2 0 0
184096 168 7 0 0
184097 394 2 0 0
184100 1036 0 1 0
184103 335 3 0 0
184105 530 1 0 0
184107 335 3 0 0
184114 394 5 0 0
184115 168 7 0 0
184116 530 1 0 0
184118 530 1 0 0
184119 37 1 0 0
184120 394 3 0 0
184124 530 3 0 0
184126 427 0 0 0
184128 530 1 0 0
184131 337 1 0 0
184132 530 1 0 0
184133 335 4 0 0
184134 530 3 0 0
184136 335 4 0 0
184137 394 1 0 0
184138 394 4 0 0
184139 43 6 0 0
184140 176 1 0 0
184141 394 6 0 0
184145 37 1 0 0
184146 394 3 0 0
184147 394 2 0 0
184149 1036 0 1 0
184150 394 6 0 0
184152 1036 0 1 0
184153 168 6 0 0
184160 530 3 0 0
184161 530 1 0 0
184164 530 2 0 0
184166 530 2 0 0
184168 335 4 0 0
184170 168 1 0 0
184171 530 4 0 0
184173 530 3 0 0
184174 394 3 0 0
184176 530 4 0 0
184177 530 3 0 0
184178 530 2 0 0
184179 530 3 0 0
184180 530 3 0 0
184181 530 4 0 0
184182 394 4 0 0
184183 394 5 0 0
184184 530 2 0 0
184187 335 5 0 0
184188 394 5 0 0
184189 530 4 0 0
184192 1036 0 1 0
184193 530 5 0 0
184195 530 4 0 0
184202 530 3 0 0
184203 111 5 0 0
184204 1036 0 1 0
184205 43 6 0 0
184206 530 3 0 0
184207 530 4 0 0
184209 530 4 0 0
184210 530 3 0 0
184212 394 8 0 0
184213 530 3 0 0
184215 335 5 0 0
184216 394 4 0 0
184218 170 4 0 0
184219 168 1 0 0
184224 530 3 0 0
184225 530 2 0 0
184226 111 4 0 0
184228 111 5 0 0
184230 1036 0 1 0
184233 530 4 0 0
184234 530 0 0 0
184235 530 4 0 0
184236 394 2 0 0
184237 530 3 0 0
184239 168 2 0 0
184241 340 4 0 0
184252 530 1 0 0
184253 111 4 0 0
184259 111 4 0 0
184264 623 1 0 0
184274 37 2 0 0
184284 427 1 0 0
184292 111 4 0 0
184295 170 3 0 0
184296 111 5 0 0
184299 337 2 0 0
184304 37 2 0 0
184319 43 7 0 0
184323 37 3 0 0
184324 37 4 0 0
184327 530 3 0 0
184336 604 4 0 0
184350 161 3 0 0
184354 530 1 0 0
184356 604 3 0 0
184361 43 7 0 0
184364 604 4 0 0
184366 43 7 0 0
184368 604 4 0 0
184369 530 1 0 0
184374 161 3 0 0
184384 530 3 0 0
184386 530 3 0 0
184388 111 5 0 0
184389 111 5 0 0
184390 111 5 0 0
184392 37 2 0 0
184393 394 3 0 0
184394 530 3 0 0
184395 1036 0 1 0
184399 1036 0 1 0
184400 394 4 0 0
184401 530 3 0 0
184403 111 6 0 0
184404 394 4 0 0
184408 394 2 0 0
184410 394 3 0 0
184412 530 4 0 0
184414 394 7 0 0
184415 168 2 0 0
184417 168 3 0 0
184418 111 7 0 0
184419 111 7 0 0
184420 111 8 0 0
184421 394 3 0 0
184422 530 1 0 0
184426 738 1 0 0
184427 394 8 0 0
184428 394 5 0 0
184429 1036 0 1 0
184430 530 4 0 0
184431 530 3 0 0
184432 530 4 0 0
184433 530 3 0 0
184434 168 3 0 0
184435 43 5 0 0
184438 1036 0 1 0
184440 1036 0 1 0
184442 530 3 0 0
184445 1036 0 1 0
184449 530 3 0 0
184452 530 3 0 0
184454 530 1 0 0
184455 335 4 0 0
184456 530 3 0 0
184457 530 4 0 0
184458 530 3 0 0
184459 394 5 0 0
184463 168 6 0 0
184464 738 1 0 0
184465 530 3 0 0
184467 43 5 0 0
184469 111 6 0 0
184471 1036 0 1 0
184473 111 6 0 0
184474 1036 0 1 0
184475 530 1 0 0
184476 530 1 0 0
184477 1036 0 1 0
184478 1036 0 1 0
184479 530 2 0 0
184481 530 3 0 0
184482 1036 0 1 0
184483 168 3 0 0
184484 168 4 0 0
184487 168 6 0 0
184489 111 5 0 0
184490 111 5 0 0
184493 111 5 0 0
184495 1036 0 1 0
184496 337 2 0 0
184497 111 6 0 0
184498 394 3 0 0
184501 530 3 0 0
184502 168 2 0 0
184503 530 4 0 0
184505 530 3 0 0
184506 530 3 0 0
184510 427 1 0 0
184513 111 5 0 0
184514 111 5 0 0
184519 530 2 0 0
184523 337 2 0 0
184524 168 3 0 0
184525 111 5 0 0
184526 111 4 0 0
184528 168 5 0 0
184534 43 6 0 0
184539 427 2 0 0
184542 43 6 0 0
184552 168 2 0 0
184557 340 3 0 0
184563 604 3 0 0
184567 168 1 0 0
184571 43 6 0 0
184575 111 4 0 0
184591 6 4 0 0
184592 168 6 0 0
184594 37 3 0 0
184597 6 5 0 0
184601 168 2 0 0
184606 111 2 0 0
184609 111 3 0 0
184611 6 6 0 0
184617 37 1 0 0
184622 6 6 0 0
184623 43 7 0 0
184627 43 7 0 0
184630 43 7 0 0
184633 111 3 0 0
184637 111 3 0 0
184641 43 7 0 0
184643 168 7 0 0
184648 111 5 0 0
184653 168 7 0 0
184659 43 7 0 0
184660 37 2 0 0
184672 168 5 0 0
184673 111 4 0 0
184675 738 1 0 0
184678 168 4 0 0
184680 37 2 0 0
184682 168 2 0 0
184686 111 4 0 0
184692 111 5 0 0
184695 530 2 0 0
184697 604 4 0 0
184699 170 4 0 0
184703 111 5 0 0
184707 530 2 0 0
184708 111 4 0 0
184711 427 1 0 0
184713 37 5 0 0
184720 623 1 0 0
184722 168 1 0 0
184726 170 3 0 0
184729 530 2 0 0
184732 111 4 0 0
184733 111 4 0 0
184734 111 3 0 0
184737 111 6 0 0
184740 111 4 0 0
184741 168 4 0 0
184748 623 2 0 0
184758 111 3 0 0
184762 623 1 0 0
184768 111 4 0 0
184769 604 3 0 0
184775 168 4 0 0
184776 604 4 0 0
184783 168 2 0 0
184784 168 4 0 0
184792 43 6 0 0
184803 168 2 0 0
184814 168 1 0 0
184815 427 2 0 0
184820 170 3 0 0
184821 111 3 0 0
184822 340 3 0 0
184827 168 2 0 0
184833 168 1 0 0
184847 111 4 0 0
184848 111 3 0 0
184850 168 5 0 0
184853 168 5 0 0
184861 111 4 0 0
184864 111 5 0 0
184866 168 6 0 0
184867 168 4 0 0
184868 37 1 0 0
184869 168 5 0 0
184872 604 4 0 0
184874 623 1 0 0
184879 1036 0 1 0
184883 111 4 0 0
184884 111 4 0 0
184886 303 1 0 0
184887 111 3 0 0
184888 43 7 0 0
184889 111 5 0 0
184896 168 2 0 0
184898 6 6 0 0
184905 757 3 0 0
184906 168 6 0 0
184907 43 7 0 0
184908 111 2 0 0
184911 43 7 0 0
184915 6 6 0 0
184918 37 2 0 0
184919 6 5 0 0
184920 37 1 0 0
184921 111 2 0 0
184922 340 3 0 0
184923 111 3 0 0
184929 453 3 0 0
184930 37 2 0 0
184932 37 2 0 0
184933 37 2 0 0
184935 6 5 0 0
184941 757 3 0 0
184943 111 5 0 0
184944 6 5 0 0
184947 37 3 0 0
184948 757 2 0 0
184949 453 3 0 0
184959 37 2 0 0
184961 37 2 0 0
184962 1036 0 1 0
184963 232 4 0 0
184969 610 1 0 0
184970 6 5 0 0
184971 111 2 0 0
184975 610 1 0 0
184976 453 4 0 0
184977 170 4 0 0
184980 757 3 0 0
184982 340 3 0 0
184983 757 3 0 0
184984 37 2 0 0
184988 467 2 0 0
184994 168 7 0 0
185000 340 2 0 0
185002 6 5 0 0
185003 168 6 0 0
185006 37 1 0 0
185007 757 3 0 0
185009 37 3 0 0
185019 757 3 0 0
185026 6 5 0 0
185028 340 3 0 0
185030 168 6 0 0
185034 6 5 0 0
185037 6 5 0 0
185039 111 4 0 0
185041 170 5 0 0
185042 170 4 0 0
185044 37 2 0 0
185053 757 3 0 0
185056 111 2 0 0
185061 757 3 0 0
185062 37 2 0 0
185063 111 2 0 0
185069 1036 0 1 0
185070 340 4 0 0
185075 111 5 0 0
185078 111 2 0 0
185081 6 5 0 0
185083 111 4 0 0
185084 6 5 0 0
185088 111 5 0 0
185095 43 7 0 0
185103 43 7 0 0
185107 168 2 0 0
185116 37 2 0 0
185130 623 2 0 0
185133 427 2 0 0
185138 37 2 0 0
185141 37 2 0 0
185144 111 2 0 0
185145 37 1 0 0
185147 168 5 0 0
185149 486 3 0 0
185150 623 1 0 0
185163 168 7 0 0
185169 168 3 0 0
185170 757 2 0 0
185174 170 5 0 0
185177 170 5 0 0
185180 467 2 0 0
185182 340 3 0 0
185186 340 3 0 0
185187 168 7 0 0
185193 757 3 0 0
185194 111 1 0 0
185196 168 3 0 0
185204 232 3 0 0
185207 168 5 0 0
185213 37 2 0 0
185217 757 2 0 0
185220 453 3 0 0
185221 37 2 0 0
185222 757 2 0 0
185224 111 2 0 0
185225 37 2 0 0
185227 340 4 0 0
185228 168 5 0 0
185229 168 5 0 0
185230 37 2 0 0
185231 340 3 0 0
185232 453 3 0 0
185244 168 6 0 0
185247 453 3 0 0
185256 453 3 0 0
185259 6 5 0 0
185265 453 2 0 0
185271 97 3 0 0
185273 340 3 0 0
185280 111 5 0 0
185282 453 1 0 0
185286 111 3 0 0
185289 111 3 0 0
185291 37 2 0 0
185294 418 4 0 0
185296 232 2 0 0
185301 97 4 0 0
185302 453 3 0 0
185304 232 4 0 0
185306 453 4 0 0
185310 610 1 0 0
185312 111 2 0 0
185314 111 5 0 0
185318 610 2 0 0
185319 453 3 0 0
185320 340 2 0 0
185322 37 2 0 0
185323 453 3 0 0
185327 453 4 0 0
185331 757 2 0 0
185332 6 5 0 0
185333 37 2 0 0
185339 453 3 0 0
185341 757 2 0 0
185347 453 3 0 0
185348 6 5 0 0
185349 453 3 0 0
185355 111 5 0 0
185358 340 3 0 0
185360 232 3 0 0
185361 37 2 0 0
185363 37 1 0 0
185365 453 3 0 0
185368 303 1 0 0
185373 37 1 0 0
185375 610 1 0 0
185376 340 3 0 0
185381 6 5 0 0
185382 37 2 0 0
185384 37 2 0 0
185388 757 2 0 0
185394 111 5 0 0
185401 6 5 0 0
185405 111 5 0 0
185408 170 4 0 0
185411 111 3 0 0
185416 232 2 0 0
185419 232 3 0 0
185422 757 2 0 0
185423 232 3 0 0
185428 757 2 0 0
185433 453 4 0 0
185436 37 2 0 0
185437 111 2 0 0
185441 37 3 0 0
185442 453 3 0 0
185445 232 3 0 0
185449 232 3 0 0
185452 111 5 0 0
185453 340 4 0 0
185455 111 4 0 0
185457 37 2 0 0
185458 453 3 0 0
185459 340 3 0 0
185460 6 6 0 0
185461 37 2 0 0
185463 453 2 0 0
185464 340 3 0 0
185470 453 3 0 0
185474 232 3 0 0
185478 467 1 0 0
185481 232 3 0 0
185498 6 6 0 0
185499 232 3 0 0
185501 453 2 0 0
185502 453 3 0 0
185504 757 3 0 0
185505 453 3 0 0
185511 418 5 0 0
185513 37 3 0 0
185514 111 6 0 0
185516 37 3 0 0
185517 757 3 0 0
185524 453 2 0 0
185525 340 3 0 0
185528 453 3 0 0
185538 133 2 0 0
185541 610 2 0 0
185543 37 2 0 0
185545 453 2 0 0
185549 37 2 0 0
185550 37 3 0 0
185551 453 2 0 0
185556 427 2 0 0
185557 610 3 0 0
185562 111 3 0 0
185565 111 2 0 0
185571 6 6 0 0
185573 6 5 0 0
185574 453 2 0 0
185575 111 5 0 0
185582 1036 0 1 0
185585 610 1 0 0
185587 610 1 0 0
185589 610 1 0 0
185593 97 4 0 0
185595 623 1 0 0
185605 286 2 0 0
185606 432 2 0 0
185610 610 1 0 0
185611 610 1 0 0
185613 610 1 0 0
185617 427 3 0 0
185618 427 3 0 0
185622 427 3 0 0
185632 453 2 0 0
185635 286 2 0 0
185640 427 3 0 0
185642 427 3 0 0
185645 427 2 0 0
185646 232 2 0 0
185648 427 2 0 0
185653 286 2 0 0
185661 286 2 0 0
185662 232 2 0 0
185674 427 3 0 0
185676 427 2 0 0
185678 418 6 0 0
185679 37 3 0 0
185682 427 2 0 0
185687 97 3 0 0
185705 111 4 0 0
185713 111 5 0 0
185714 340 3 0 0
185716 111 4 0 0
185719 6 5 0 0
185722 340 2 0 0
185724 111 5 0 0
185725 286 2 0 0
185731 340 3 0 0
185732 453 2 0 0
185737 37 2 0 0
185740 757 2 0 0
185742 453 2 0 0
185744 37 3 0 0
185745 111 1 0 0
185746 232 4 0 0
185748 111 5 0 0
185749 111 2 0 0
185754 232 3 0 0
185757 6 6 0 0
185758 340 3 0 0
185763 757 1 0 0
185771 486 5 0 0
185778 37 3 0 0
185780 232 2 0 0
185794 232 4 0 0
185795 286 2 0 0
185796 97 5 0 0
185797 133 2 0 0
185798 286 2 0 0
185799 610 3 0 0
185801 97 4 0 0
185802 232 3 0 0
185805 97 4 0 0
185807 418 3 0 0
185812 111 6 0 0
185814 232 4 0 0
185816 467 2 0 0
185817 286 3 0 0
185821 486 5 0 0
185824 232 4 0 0
185828 604 2 0 0
185830 232 4 0 0
185833 610 2 0 0
185834 232 4 0 0
185839 604 2 0 0
185841 97 3 0 0
185845 232 4 0 0
185846 604 2 0 0
185847 111 2 0 0
185848 604 2 0 0
185852 427 2 0 0
185853 427 3 0 0
185854 133 2 0 0
185858 111 3 0 0
185860 486 5 0 0
185863 232 4 0 0
185864 286 2 0 0
185866 232 3 0 0
185876 757 2 0 0
185877 133 2 0 0
185882 133 2 0 0
185883 486 5 0 0
185885 6 6 0 0
185886 205 4 0 0
185888 610 2 0 0
185889 486 5 0 0
185891 610 2 0 0
185892 610 2 0 0
185893 604 2 0 0
185895 610 1 0 0
185896 610 2 0 0
185897 286 2 0 0
185900 467 2 0 0
185903 133 1 0 0
185904 82 2 0 0
185905 432 2 0 0
185907 111 1 0 0
185908 286 2 0 0
185923 144 4 0 0
185924 111 4 0 0
185925 111 3 0 0
185927 111 2 0 0
185928 111 4 0 0
185930 111 4 0 0
185931 205 2 0 0
185932 111 2 0 0
185935 111 4 0 0
185939 623 2 0 0
185940 111 3 0 0
185942 286 2 0 0
185944 205 3 0 0
185945 91 3 0 0
185950 111 2 0 0
185951 111 3 0 0
185952 91 3 0 0
185955 205 2 0 0
185957 111 3 0 0
185960 111 3 0 0
185963 232 3 0 0
185968 286 2 0 0
185970 111 3 0 0
185974 453 1 0 0
185976 111 3 0 0
185978 97 2 0 0
185979 623 2 0 0
185983 111 2 0 0
185987 1036 0 1 0
186016 232 2 0 0
186017 97 3 0 0
186022 97 3 0 0
186024 610 1 0 0
186025 97 3 0 0
186026 97 3 0 0
186027 610 2 0 0
186029 205 3 0 0
186030 97 3 0 0
186042 418 4 0 0
186046 432 2 0 0
186047 610 2 0 0
186049 232 3 0 0
186050 286 2 0 0
186051 610 1 0 0
186054 111 2 0 0
186056 111 3 0 0
186059 286 1 0 0
186060 259 1 0 0
186061 111 3 0 0
186063 418 4 0 0
186066 111 3 0 0
186067 286 2 0 0
186068 286 1 0 0
186069 610 2 0 0
186070 133 3 0 0
186071 232 4 0 0
186072 610 1 0 0
186073 610 1 0 0
186081 111 3 0 0
186084 111 3 0 0
186086 97 4 0 0
186087 286 1 0 0
186088 259 1 0 0
186092 111 4 0 0
186093 111 3 0 0
186094 303 3 0 0
186095 303 2 0 0
186097 303 3 0 0
186101 757 1 0 0
186103 453 2 0 0
186104 757 2 0 0
186107 610 2 0 0
186108 610 1 0 0
186110 133 2 0 0
186117 453 1 0 0
186118 486 4 0 0
186120 133 1 0 0
186122 663 2 0 0
186124 610 2 0 0
186129 133 2 0 0
186130 232 2 0 0
186133 610 2 0 0
186134 205 3 0 0
186136 133 1 0 0
186138 610 2 0 0
186139 286 2 0 0
186144 111 2 0 0
186145 418 3 0 0
186146 111 3 0 0
186148 1036 0 1 0
186150 467 3 0 0
186151 610 2 0 0
186152 133 2 0 0
186158 286 1 0 0
186159 663 2 0 0
186160 205 3 0 0
186175 97 3 0 0
186178 610 2 0 0
186189 663 2 0 0
186190 663 2 0 0
186191 205 3 0 0
186197 133 1 0 0
186199 286 2 0 0
186206 91 3 0 0
186207 133 1 0 0
186208 286 1 0 0
186209 432 2 0 0
186210 418 3 0 0
186213 432 1 0 0
186217 432 1 0 0
186218 453 2 0 0
186220 467 2 0 0
186230 205 3 0 0
186232 663 1 0 0
186237 418 3 0 0
186239 97 3 0 0
186246 418 3 0 0
186250 863 2 0 0
186251 450 5 0 0
186252 450 4 0 0
186254 450 4 0 0
186256 450 3 0 0
186257 117 4 0 0
186261 117 5 0 0
186262 450 4 0 0
186264 892 3 0 0
186265 863 2 0 0
186267 863 1 0 0
186269 892 2 0 0
186270 117 5 0 0
186272 476 4 0 0
186273 863 1 0 0
186274 117 5 0 0
186275 117 7 0 0
186276 450 3 0 0
186278 117 4 0 0
186280 863 1 0 0
186281 476 4 0 0
186282 450 3 0 0
186283 863 2 0 0
186285 476 4 0 0
186286 450 4 0 0
186288 102 7 0 0
186289 117 7 0 0
186290 892 3 0 0
186291 476 3 0 0
186293 450 4 0 0
186294 81 4 0 0
186295 450 3 0 0
186296 450 5 0 0
186298 502 4 0 0
186299 450 5 0 0
186300 81 3 0 0
186304 476 3 0 0
186305 450 4 0 0
186307 476 4 0 0
186308 117 6 0 0
186309 450 4 0 0
186310 117 5 0 0
186311 117 5 0 0
186313 81 3 0 0
186316 117 4 0 0
186317 476 3 0 0
186319 117 7 0 0
186320 102 7 0 0
186322 117 7 0 0
186323 476 5 0 0
186325 450 4 0 0
186327 450 4 0 0
186329 450 5 0 0
186334 496 3 0 0
186336 372 1 0 0
186338 200 5 0 0
186339 117 4 0 0
186341 117 6 0 0
186343 769 3 0 0
186344 117 6 0 0
186345 450 5 0 0
186347 117 7 0 0
186348 856 2 0 0
186349 476 4 0 0
186351 102 7 0 0
186353 450 5 0 0
186354 496 4 0 0
186356 496 4 0 0
186358 450 5 0 0
186359 502 4 0 0
186361 117 6 0 0
186362 496 4 0 0
186364 450 4 0 0
186365 476 3 0 0
186368 46 9 0 0
186370 496 3 0 0
186372 117 4 0 0
186373 117 5 0 0
186375 46 5 0 0
186376 117 6 0 0
186379 117 7 0 0
186381 117 5 0 0
186382 450 5 0 0
186383 117 5 0 0
186384 117 5 0 0
186385 856 2 0 0
186386 856 2 0 0
186387 450 5 0 0
186389 46 8 0 0
186391 476 4 0 0
186392 372 2 0 0
186393 46 5 0 0
186397 476 3 0 0
186401 46 7 0 0
186402 793 2 0 0
186403 102 7 0 0
186405 81 3 0 0
186407 102 7 0 0
186408 46 7 0 0
186409 372 2 0 0
186411 793 2 0 0
186415 46 7 0 0
186417 496 2 0 0
186419 793 2 0 0
186420 1036 0 1 0
186422 117 4 0 0
186423 476 2 0 0
186425 502 2 0 0
186432 372 2 0 0
186433 46 5 0 0
186434 496 2 0 0
186438 117 5 0 0
186439 476 2 0 0
186440 309 3 0 0
186441 502 2 0 0
186442 46 7 0 0
186451 476 2 0 0
186452 46 5 0 0
186453 496 2 0 0
186464 502 2 0 0
186470 476 3 0 0
186471 117 5 0 0
186473 117 5 0 0
186475 117 6 0 0
186477 476 3 0 0
186478 496 3 0 0
186479 476 3 0 0
186485 793 3 0 0
186486 117 3 0 0
186487 476 3 0 0
186492 502 3 0 0
186493 117 5 0 0
186494 502 1 0 0
186495 502 3 0 0
186496 502 2 0 0
186497 502 3 0 0
186498 496 2 0 0
186499 502 2 0 0
186500 502 1 0 0
186501 200 5 0 0
186504 502 3 0 0
186505 502 2 0 0
186507 496 1 0 0
186509 117 5 0 0
186512 502 1 0 0
186517 200 4 0 0
186518 496 3 0 0
186519 117 4 0 0
186520 502 2 0 0
186522 781 1 0 0
186525 502 3 0 0
186526 117 6 0 0
186527 502 2 0 0
186530 117 4 0 0
186531 117 4 0 0
186532 502 3 0 0
186534 117 5 0 0
186535 117 5 0 0
186537 502 2 0 0
186538 849 3 0 0
186539 502 2 0 0
186541 502 2 0 0
186542 502 3 0 0
186543 502 3 0 0
186545 502 3 0 0
186546 46 5 0 0
186547 117 5 0 0
186548 502 4 0 0
186549 502 2 0 0
186550 502 4 0 0
186551 502 3 0 0
186552 117 4 0 0
186553 502 2 0 0
186554 81 3 0 0
186555 502 4 0 0
186558 117 5 0 0
186560 502 2 0 0
186561 502 4 0 0
186563 496 3 0 0
186565 117 5 0 0
186566 849 3 0 0
186567 856 5 0 0
186570 502 3 0 0
186572 502 3 0 0
186573 849 3 0 0
186574 856 5 0 0
186575 856 5 0 0
