# x y z redshift ra dec radius x1 y1 z1 x2 y2 z2 x3 y3 z3 area edge
-194.10240238100315 -151.30430552890616 186.46580942071495 0.1052100085593141 217.93668741142466 37.14979122168326 31.414940089105855 -9.49031623308862 -7.632449543805614 8.986145756534725 -33.708565899682355 7.351032879679047 -29.356141080958146 -10.42087707415676 38.35294831600342 21.569817502374356 41430.22296937996 8795.689376523893
-244.0486838761309 -21.03471506299165 190.34670887735615 0.1057143182380018 184.9261860400592 37.84980805442592 32.036791450316215 -12.29021207860812 -0.8921743112011601 9.727535384949173 -27.480626779329153 15.229822185471926 -33.323453703857915 7.53150657587401 43.04958608964953 13.464001180463002 48536.0133817175 10047.581260543084
-147.8060095493129 70.90277281212144 98.44307505216872 0.06461175798830898 154.37289335878717 30.985250901795272 36.82008070776323 -14.989102824558373 6.917755818452455 9.926213004311185 30.41281229121859 34.34155701852116 21.991696595939075 9.81172119548056 -32.82833652185503 37.69487051170725 46144.519154361566 0.0
-258.44913247165147 -79.2390557416708 127.3772565030231 0.10175001998527668 197.0452460513967 25.229958168227583 39.03712044781318 -16.200615453929252 -5.185179872118689 7.85319290746499 -23.687782986693833 -3.2384198924102843 -51.00453503267452 -15.483614012442478 54.06878540952695 3.75800030770657 60269.72273739973 9083.968845373347
-169.29695621643637 91.38586185679772 230.85012077754703 0.10233336867040102 151.63999295457654 50.19265653878416 33.36556688343361 -9.117830236485142 4.444324228553219 11.996128684651378 36.702296980287436 -8.10252851970957 30.89793271743171 -14.909725865503802 -45.90210816919695 5.673455491596821 44055.56191016124 5362.076461616707
-86.66878534349598 34.624482580400446 154.01732438004348 0.060803311191517696 158.22311858090785 58.78558801026257 28.320986368726714 -6.940747619739324 2.355020707810244 11.789857617926598 33.79989011080473 14.308205957857941 17.040102774962968 9.253830013900924 -37.196656735472025 12.87779720808046 31206.204743997307 3771.719287919524
-218.61209399716844 11.427911000258616 164.0029345987285 0.09296515046743711 177.00759637253523 36.839733425003395 41.16749010829576 -16.99580273972842 1.0046057039456064 12.796397246367766 33.81614738653478 14.592018961209831 43.76804925133049 6.710316172886146 -55.30670827635303 13.254406012177014 69432.66073551342 9.202807243658807
-109.41178901163684 77.47430311959432 273.62493015697856 0.10379378026409256 144.6977543272232 63.897176509345115 24.941608482810494 -3.3769745393444497 2.5238604228161097 8.216938569406203 35.06240711691756 19.488488888808366 8.423895314579122 15.036446655082797 -34.2742168188882 16.70707839775859 25991.076472758316 8930.433016875435
-161.95457053487254 -120.52022574008139 37.32306249268635 0.06943738359355983 216.65517357880637 10.474571130641785 33.64241544261569 -13.937755068396411 -10.197005491110941 3.480405465438081 -27.245935200206432 37.63625266307937 1.1578833789339615 8.110258828030528 4.469196249524672 45.57262691336458 44257.44931390636 14.630231688453767
-152.48346002997522 51.84863675044022 268.43122411976213 0.10669901764808028 161.22053184339063 59.03645260612489 21.090028271571647 -4.115848811065351 1.1157754406559663 7.127277300843059 25.527418486630424 18.369899690171774 11.865724951680306 14.163822137826932 -27.774362038419692 12.527378658034094 18518.766162272394 4190.198833097108
-225.4395617432645 101.91652764511579 105.01501230212385 0.09131652565096492 155.6732656232553 22.999447629927023 34.02548816798222 -13.602516441589644 6.102029104675796 6.4162171925377 26.83478037458516 26.712525732128153 31.485831248021235 -1.2785433251302296 -37.026924115375856 32.50325787752726 42428.03246722092 0.0
-172.31181986934357 -25.253684209948716 14.201713905410463 0.05897255734568191 188.33779922979227 4.662014522657061 31.64576723258147 -14.719975679541918 -2.1641144209733785 1.3899242410263775 -6.227340522893566 14.577594811580456 -43.25323360500355 -4.905237502928197 43.16087128978571 15.252692635151156 40074.538061787935 5428.565872065778
-134.418066995953 81.30245065711551 257.11924238889 0.10261323464621067 148.83245271435328 58.57613359503395 24.040505346437993 -4.268622343760128 2.6344240991210333 8.335397224553246 26.035378181421585 -19.31475195883238 19.43739940612586 -21.805231225924032 -30.82559152131366 -1.4241212180577394 20320.39476659348 2019.5125686654465
-201.9194437143779 -128.20315097421508 142.87786724125942 0.09472506518013915 212.41237326731962 30.852539303448125 34.81173369423903 -11.10297165253874 -7.414239448122875 7.974345689713926 -26.81446892968918 44.45361863650318 3.9965014989832444 24.715701963848645 10.903361922492635 44.550097046627776 40177.11396262891 968.1889078144071
-184.16718159119839 74.15677344341029 81.40362635113101 0.07262307917534205 158.06732168412182 22.294524545268246 24.427422792789198 9.522510219935356 -3.854385219010728 -4.227519876643927 -17.538294802799822 -10.520299125454986 -29.91335575968162 -6.370567988269377 -32.291764896413596 15.091851581799608 18616.634228787483 0.0
-99.10865324112176 -77.56795804956867 103.08084258988833 0.054859775032533545 218.04871472232932 39.31915015661892 26.601204437219263 9.00575566225705 6.67219531421174 -9.048523634147806 22.739442639839073 -27.964603821531792 2.0114403702060004 16.680772123985488 15.584716542723964 28.093779822460988 23819.08974544053 0.0
-104.10525527810623 126.62275263803323 189.06213882637232 0.08490458291012151 129.42597015476133 49.07340123067147 26.615312956484 -4.815953106456409 5.781093402902082 8.890083546606789 35.04510027612619 18.477013967559184 6.969362623296033 10.648537181988104 -29.64388581281831 25.045538353198445 23837.469058644816 923.7477596427216
-120.63661013036334 85.82146939541902 214.18860897471095 0.08841057461383789 144.57176863763553 55.34743384136629 28.117522754551516 5.440047859822898 -4.264911793205986 -10.440046240382353 -33.30005872530693 12.598911417385025 -22.498670377301252 -18.184254075292785 -37.573277939980514 5.873872808499259 27484.030802142443 342.07997592197466
-82.31441597470301 80.34613966869193 30.577806225319563 0.04001697632410969 135.69327453774255 14.886760610889315 28.249329807288 10.830415667591115 -10.744393792770392 -4.448135245975762 -22.353334136623495 -27.628331390938737 12.309376630298022 16.103058390148338 2.1385438084952773 34.04245839877012 31153.222515125046 5599.497507185796
-248.2157258255977 -59.93146092778994 82.63248278494129 0.09118295996939574 193.57421224290985 17.93193167526416 24.127202996640708 -10.080980432826708 -2.339535475584286 3.274838847811184 -13.330415740793233 19.260212362451902 -27.27575746661248 -0.06810382421007448 29.382561465091648 20.781172678875933 20165.64162935085 0.0
-188.72794758261358 166.58683592223056 98.30440662020662 0.09182739338062613 138.56572291928453 21.331186498168016 28.539568953231612 8.795076119639686 -8.320020554785453 -4.4884102085344315 -24.80372650305682 -32.421385423812865 11.49536876053107 18.69582928673561 -0.7928101036664744 38.10423515434873 30356.616227079805 18.242933715780758
-86.6432993251614 94.41939041924232 140.13963339775603 0.0641592986048702 132.54083195259636 47.559091982286056 30.098523059527427 -7.052372323486437 7.771628436710645 11.574842652753166 33.05547244047261 25.26140126651976 3.1790734136815053 17.175296949154248 -25.98729437802344 27.913138392118416 32247.490730496807 1955.167702061455
-251.41354476034866 105.63558127366697 26.368856763629303 0.09311970273609728 157.2094792584003 5.522984911512818 26.254371024846687 -10.26192172560272 4.418403797145198 0.9835537673357099 15.699279963312014 36.92450014959426 -2.0767238199470395 4.0543706997232025 0.5231465865597569 39.95120877739004 23403.730465273635 1735.0422845423154
-118.74032485921612 -36.5271082734594 218.98555767267223 0.08543607105198325 197.09903664220772 60.4335384051566 24.81747782059154 -5.177849723732474 -1.5733027511784403 9.275302670068399 -33.03055157598441 4.060637278009602 -17.7502154277622 0.9072739101552013 37.10990418446742 6.801162674508433 20092.449325502173 443.270609763903
-141.3949206166051 -45.10704489211805 57.3831581338609 0.053646742763852534 197.6934424380828 21.138421152672336 31.401277310462483 -14.5500466863273 -5.3356432557427835 6.325586845169878 -21.237301629687185 23.084752576902005 -29.377784283844537 -0.6416830714729722 33.612741980366366 26.87641250813318 31432.603507950545 0.0
-158.70232858871498 97.05019757048136 179.37289726395028 0.08773364862032894 148.55323567131066 43.957094265570504 26.153084240243455 7.088676539254619 -3.9623006665088774 -7.703918597202889 -25.663996445174863 10.272198312604845 -28.8976713494611 -17.28608293851873 -35.93663647872281 2.5774296339336598 23152.263831685414 0.0
-258.15439741817335 -28.522822625254896 94.56800508114706 0.09396203663084811 186.30489229416352 20.006957373372995 28.258517584981156 -11.71541695071032 -1.2296062087820814 4.058128948715275 -13.363150372028226 -4.9399463643775166 -40.074888984374134 -5.570774200227457 42.08608238495733 -3.3302624093168087 28772.59511913784 11.842185018889177
-94.32402025440712 -89.62008648287237 202.99296343797113 0.08175715427522699 223.53511575164902 57.34169734381809 23.32334707657384 -3.918232469373693 -3.742776389801326 8.303748916440936 -31.010931706135867 -5.325019476070614 -17.03307724138203 -10.884148132548853 32.686787281927074 9.597196866711863 20526.390565085905 2865.9704031072056
-213.23175159071909 64.78497787091338 147.1908949054034 0.09072970052379886 163.09994628266637 33.44375834094061 29.214292341610815 -9.890298874940235 3.3454128320348593 7.239468894980398 26.99286171157425 4.3626669486014 34.86064399014701 -6.691927719465839 -42.50893618048969 10.501429936671155 28425.64646796031 0.0
